,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
343,13 Feb. 2005,Mike B. Anderson,"Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge, he makes Marge and Homer believe he has been kidnapped.",9,http://www.imdb.com/title/tt0701198/?ref_=ttep_ep9,6.8,681,16,"In disgrace for attending a forbidden rap concert,Bart pretends that he has been kidnapped whilst in reality hiding out at Milhouse's father's condo. After Bart has sent a message to Marge disguising his voice to sound like the kidnapper Chief Wiggum ingeniously locates him and is promoted for 'rescuing' him. Lisa,however,sees through the deception.                Written by
don @ minifie-1",Pranksta Rap,"Matt Groening (created by), James L. Brooks (developed by)"
344,20 Feb. 2005,Nancy Kruse,"To gain new tourism dollars after a nationwide ""Worst City"" news report, Springfield legalizes gay marriage. Homer flips on the issue and sees money can be made marrying gay couples when Reverend Lovejoy refuses to do so. Come to find out, a family member is gay and wants Homer to perform the marriage.",10,http://www.imdb.com/title/tt0757022/?ref_=ttep_ep10,7.1,655,16,"To gain new tourism dollars after a nationwide ""Worst City"" news report, Springfield legalizes gay marriage. Homer flips on the issue and sees money can be made marrying gay couples when Reverend Lovejoy refuses to do so. Come to find out, a family member is gay and wants Homer to perform the marriage.                Written by
Anonymous",There's Something About Marrying,"Matt Groening (created by), James L. Brooks (developed by)"
345,6 Mar. 2005,Bob Anderson,"After bullying her, Bart is restricted by court order to come too close to Lisa.",11,http://www.imdb.com/title/tt0701194/?ref_=ttep_ep11,6.9,645,16,"When Bart bullies Lisa once too often she successfully takes out a restraining order against him so that he cannot come within twenty yards of her and has to eat outside and sleep in the back garden. Marge tries to get it rescinded but Bart's mockery of Judge Harm means she fails. Eventually Lisa relents and says she will destroy the order if Bart does one nice thing for her which he does - sort of.                Written by
don @ minifie-1",On a Clear Day I Can't See My Sister,"Matt Groening (created by), James L. Brooks (developed by)"
346,13 Mar. 2005,Lance Kramer,"Selma decides to adopt a child, so the whole family goes to China.",12,http://www.imdb.com/title/tt0701100/?ref_=ttep_ep12,7.0,660,16,"A broody Selma is keen to adopt a child and,on Lisa's advice tries to adopt one from China. However the rules say that she is supposed to be married so she gets Homer to pose as her husband for the fearsome adoption agent Madame Wu. Selma gets her child whom she calls Ling and,although the deception is discovered, Madame Wu lets her keep Ling as she was herself brought up by a single mother.                Written by
don @ minifie-1",Goo Goo Gai Pan,"Matt Groening (created by), James L. Brooks (developed by)"
347,20 Mar. 2005,Raymond S. Persi,"After a garage-cleaning accident, Marge wants Homer to get life insurance. Instead, the family gets an RV.",13,http://www.imdb.com/title/tt0763035/?ref_=ttep_ep13,7.0,603,16,"Having been declared uninsurable because of his unhealthy life style Homer spends the money slated for the insurance on a mobile home,to Marge's annoyance. She makes him sleep in it so Lisa and Bart,seeing the rift it has caused between their parents,decide to return it. However it is difficult to handle and the worried parents,fearing an accident, give chase,ending up at the quayside. The marriage is saved...which is more than can be said for the mobile home.                Written by
don @ minifie-1",Mobile Homer,"Matt Groening (created by), James L. Brooks (developed by)"
348,3 Apr. 2005,Matthew Nastuk,"Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch",14,http://www.imdb.com/title/tt0701260/?ref_=ttep_ep14,6.9,615,16,"Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch                Written by
Emil Petersen",The Seven-Beer Snitch,"Matt Groening (created by), James L. Brooks (developed by)"
349,17 Apr. 2005,Mike B. Anderson,Bart and Lisa see into the future where their lives have changed.,15,http://www.imdb.com/title/tt0701099/?ref_=ttep_ep15,7.3,698,16,"Professor Frink's new invention shows Bart and Lisa their lives in eight years time. Whilst she is on a Burns scholarship to Yale,he lives an aimless life and his girl-friend Jenda dumps him. To win her back he takes a job at the Kwik-E-Mart,saving Burns from being robbed by Snake. The grateful old man gives Lisa's scholarship to him but,seeing that Lisa is now doomed to a boring marriage to Milhouse,he gives it back to her. Marge,meanwhile,dumps Homer for Krusty but not for long.                Written by
don @ minifie-1",Future-Drama,"Matt Groening (created by), James L. Brooks (developed by)"
350,1 May 2005,Mark Kirkland,"Homer meets a new friend, Ray the Roofer, but gets confined to a mental institution when his friends and family think he made him up.",16,http://www.imdb.com/title/tt0701089/?ref_=ttep_ep16,7.4,748,16,"Homer meets Ray Magini,a roofing repairs man and he agrees to help Homer mend the hole in the Simpsons' roof. However every time Homer and Ray meet anybody Ray seems to be invisible to them. Lisa points out that Ray Magini is an anagram of 'Imaginary' and Homer is just about to be declared delusional and sent for psychiatric treatment when Ray turns up and explains how everybody failed to see him.                Written by
don @ minifie-1",Don't Fear the Roofer,"Matt Groening (created by), James L. Brooks (developed by)"
351,1 May 2005,Steven Dean Moore,"Bart starts living on food from the new candy machine in school only, but he becomes so overweight that he has to go to a fat camp.",17,http://www.imdb.com/title/tt0701242/?ref_=ttep_ep17,7.2,637,16,"When vending machines are installed in the school Bart becomes addicted to junk food and his size balloons as he is declared to be morbidly obese. The family decide to send him to a fat camp to lose weight but it costs money,so they turn the house into a back-packers' hostel,where they are abused by German student guests. Eventually Bart kicks the habit and destroys the machines,breaking them open to collect the coins,which he uses for the fat camp bill as the Simpsons kick the rude back-packers out of their house.                Written by
don @ minifie-1",The Heartbroke Kid,"Matt Groening (created by), James L. Brooks (developed by)"
352,8 May 2005,Nancy Kruse,"Lisa attends a singing competition for children, and Homer becomes her manager because of his skill to write songs that the crowd loves.",18,http://www.imdb.com/title/tt0701047/?ref_=ttep_ep18,6.7,629,16,"After discovering that she is a good singer the family persuades Lisa to enter a junior 'American Idol' competition, in which she does well, singing a song written for her by Homer, who becomes her manager. They become very successful, making it to the finals but here they have a falling out, Lisa sacking Homer, who switches camps to managing popular favourite Johnny Rainbow. On stage Lisa still sings the praises of her father. Surely he will not let her down...                Written by
don @ minifie-1",A Star Is Torn,"Matt Groening (created by), James L. Brooks (developed by)"
353,8 May 2005,Michael Marcantel,"Homer hears about the Rapture, and by using numerology to calculate when the Rapture is coming he learns that it is only one week away.",19,http://www.imdb.com/title/tt0701224/?ref_=ttep_ep19,7.3,652,16,"Homer gets it into his head that the end of the world is nigh and panics Springfield into believing him. There are mixed feelings when he is proved wrong. Believing he has miscalculated on the date he returns to the mountains where the next thing he knows is that he is in Heaven and the rest of the family are in Hell. After trashing Heaven he turns back time to save them but the whole thing seems to have been a dream from which the family wakes him.                Written by
don @ minifie-1",Thank God It's Doomsday,"Matt Groening (created by), James L. Brooks (developed by)"
354,15 May 2005,Bob Anderson,"After Homer humiliates Ned Flanders, Ned, Rod, and Todd decides to leave Springfield and live in Humbleton, Pennsylvania.",20,http://www.imdb.com/title/tt0701107/?ref_=ttep_ep20,7.1,615,16,"To make ends meet Ned takes in two female lodgers but they are running a porn Internet site,which Homer discovers. Ned feels humiliated and takes his sons to live in the religious town of Humbleton,Pennsylvania. However,even Ned finds it too orthodox and he is considered too liberal by its strict citizens. At the same time Homer is being bullied by Clay Roberts,who moved into Ned's house,causing Homer to miss his old neighbor-eeny. A trip to Humbleton,to eat humble pie is required in order to return Ned back to where he belongs.                Written by
don @ minifie-1",Home Away from Homer,"Matt Groening (created by), James L. Brooks (developed by)"
355,15 May 2005,Michael Polcino,"Bart is expelled from Springfield Elementary, and Bart is therefore enrolled in St. Jerome's Catholic School.",21,http://www.imdb.com/title/tt0701236/?ref_=ttep_ep21,7.3,710,16,"After being expelled from school Bart enrols at a Catholic seminary where he is much influenced by charismatic Father Sean - as is Homer after Marge sends him in to sort things out,and both Homer and Bart convert to Catholicism,chiefly because Father Sean makes it sound like fun. Enlisting the help of Ned and Tim Lovejoy,Marge abducts Bart and takes him to a Christian rock festival,resulting in a stand-off between the two faiths.                Written by
don @ minifie-1","The Father, the Son, and the Holy Guest Star","Matt Groening (created by), James L. Brooks (developed by)"
